query_id,query,docid,passage,label,query_len,passage_len,difficulty,lexical_overlap
3329,В каком стиле был построен Воскресе́нский Новоиерусали́мский монасты́рь?,72456#35,Новоиерусалимский монастырь Интерьер церкви в середине XVIII века был переделан в стиле барокко.,1,8,13,0.37181176470588234,0.17647058823529413
379,Республика Дагестан - субъект Российской Федерации?,13607#0,"Дагестан Республика Дагеста́н (Дагестан) — субъект Российской Федерации (России), республика в eё составе. Входит в состав Северо-Кавказского федерального округа, является частью Северо-Кавказского экономического района.",1,6,24,0.3736347826086957,0.17391304347826086
2860,Деятельность мозжечка контролируется сознанием?,13876#2,"Мозжечок Хоть мозжечок и связан с корой головного мозга, его деятельность не контролируется сознанием.",1,4,14,0.3738666666666667,0.13333333333333333
2860,Деятельность мозжечка контролируется сознанием?,13876#75,"Мозжечок Хотя мозжечок и связан с корой головного мозга, его деятельность не контролируется сознанием.",1,4,14,0.3738666666666667,0.13333333333333333
6582,Какая столица Швеции?,727#2,Швеция Столица — Стокгольм. Государственный язык — шведский.,1,3,8,0.3739555555555556,0.1111111111111111
3591,Когда установилась диктатура Франко в Испании?,18394#26,"Франко, Франсиско С 1939 года в Испании установилась диктатура Франко, просуществовавшая до ноября 1975 года. Испанская республика пала.",1,6,18,0.3784,0.15
750,Когда Михаи́л Дми́триевич Ско́белев стал генералом от инфантерии?,25692#0,"Скобелев, Михаил Дмитриевич Михаи́л Дми́триевич Ско́белев ( — ) — российский военачальник и стратег, генерал от инфантерии (1881), генерал-адъютант (1878).",1,8,20,0.3784347826086957,0.17391304347826086
3860,Сколько процентов украинского населения считает себя приверженцами Украи́нской правосла́вной це́ркви Согласно данным социологического исследования Центра Разумкова на апрель 2018 года?,16065#2,"Украинская православная церковь (Московского патриархата) Согласно данным социологического исследования Центра Разумкова на апрель 2018 года прихожанами УПЦ МП считают себя 12,8 % опрошенных украинцев.",1,20,24,0.3815529411764706,0.29411764705882354
3733,Какая площадь города Новомоско́вск?,89129#1,"Новомосковск (Россия) Численность населения — чел. (). Площадь города без прилегающих сельских территорий — 74,7 км².",1,4,16,0.38174117647058825,0.11764705882352941
4590,"Когда был основан хоккейный клуб ""Металлург""?",54161#1,"Металлург (хоккейный клуб, Магнитогорск) Клуб был основан в 1955 году. В настоящее время «Металлург» выступает в Дивизионе Харламова Восточной конференции.",1,6,20,0.3828571428571429,0.14285714285714285
250,Какая столица Ирака?,2800#1,Ирак Столица — Багдад. Официальные языки — арабский и курдский.,1,3,10,0.38363636363636366,0.09090909090909091
3185,Какая столица Афганистана?,1116#1,Афганистан Столица — Кабул. Государственные языки — пушту и дари.,1,3,10,0.38363636363636366,0.09090909090909091
4791,Когда была создана первая компьютерная игра в мире?,85863#2,История компьютерных игр 1940 — самая первая компьютерная игра и самый первый игровой автомат Nimatron.,1,8,15,0.384,0.15
4347,Сколько островов в Японии?,23940#0,"Список островов Японии Островное государство Япония расположено целиком на островах в Тихом океане, которых насчитывается 6852.",1,4,16,0.38435555555555556,0.1111111111111111
240,Когда была зарегистрирована партия «Яблоко»?,14761#9,Яблоко (партия) 26 апреля 2002 года Минюстом была зарегистрирована Российская демократическая партия «Яблоко» (Рег. № 5018). Председателем был избран Григорий Явлинский.,1,5,21,0.38462608695652173,0.13043478260869565
4530,Был ли календарь в Древней Мессопотамии?,52695#0,Шумерский календарь Шумерский календарь — календарь шумеров.,1,6,7,0.3851555555555556,0.1111111111111111
4377,Когда изгнали последнего мавританского властителя с Пиренейского полуострова?,44321#3,"Реконкиста Завершилась реконкиста в 1492 году, когда Фердинанд II Арагонский и Изабелла I Кастильская изгнали последнего мавританского властителя с Пиренейского полуострова. Они объединили бо́льшую часть Испании под своей властью (Королевство Наварра было включено в состав Испании в 1512 году).",1,8,39,0.3854222222222222,0.19444444444444445
3740,В какой список внесен исторический центр Львова?,4321#88,"Львов В 1998 году исторический центр города и собор святого Юра внесены в список всемирного наследия ЮНЕСКО, чему активно способствовал городской голова Василий Куйбида.",1,7,24,0.3856615384615385,0.15384615384615385
1768,На какой реке расположена Москва?,71#2,"Москва Расположена на реке Москве в центре Восточно-Европейской равнины, в междуречье Оки и Волги. Как субъект федерации Москва граничит с Московской и Калужской областями.",1,5,24,0.38702608695652174,0.13043478260869565
486,Сколько официальных языков в Белоруссии на март 2019?,4258#11,Белорусский язык Белорусский язык является государственным в Белоруссии наряду с русским.,1,8,11,0.3874666666666667,0.13333333333333333
4320,Какая столица Косово?,15184#0,Республика Косово Столица — Приштина. Государственные языки — албанский и сербский.,1,3,11,0.3874666666666667,0.08333333333333333
3299,Сколько раз Бразилия выигрывала чемпионат мира по футболу?,41440#32,"Чемпионат мира по футболу Самая титулованная сборная чемпионатов мира — Бразилия. Бразилия — единственная в мире сборная, участвовавшая в финальных турнирах всех чемпионатов мира, при этом она 5 раз выигрывала чемпионат и ещё дважды была финалистом.",1,8,36,0.3880727272727273,0.18181818181818182
5175,На каком языке говорят в Южной Осетии?,9544#38,"Южная Осетия Осетинский язык — основной язык населения Южной Осетии. На осетинском языке вещает центральное телевидение, выходит газета «Хурзæрин».",1,7,19,0.3886545454545455,0.13636363636363635
3622,Какая столица Черногории в 2018 году?,21595#3,Черногория Столица и крупнейший город — Подгорица. Исторической и культурной столицей Черногории является город Цетине.,1,6,15,0.38894117647058823,0.11764705882352941
4204,Как звали бога морей в Древней Греции?,21972#1,"Гиппокампус (мифология) Морские божества в Древней Греции и Риме часто изображались на колесницах, запряженных гиппокампами. В частности, гиппокампы были запряжены в колесницу греческого бога морей Посейдона.",1,7,26,0.3895407407407408,0.14814814814814814
4418,Кто написал гимн Белоруссии?,22117#4,"Гимн Республики Беларусь ""Слова М. Климковича""
""Музыка Н. Соколовского""",1,4,9,0.3898666666666667,0.08333333333333333
4438,Где заседает Верховная Рада Украины?,25549#27,"Верховная рада Верховная Рада заседает в Доме Верховного Совета Украины — здании неоклассической архитектуры в Киеве. Оно соседствует с Мариинским дворцом, являющимся церемониальной резиденцией президента.",1,5,25,0.39,0.125
6354,Какое место по площади занимает Киргизия среди стран СНГ на сегодняшний день?,2823#2,"Киргизия По площади территории страна занимает 85-е место в мире (199 951 км²), 7-е место среди стран СНГ. Киргизия простирается от Ферганской долины на западе до центральной части Тянь-Шаня на востоке, от Казахстана на севере до Памиро-Алая на юге.",1,12,39,0.3903111111111111,0.2222222222222222
1901,Что является возбудителем чумы?,26598#2,"Чума Возбудителем является чумная палочка (), открытая в июне 1894 года французом Александром Йерсеном и японцем Китасато Сибасабуро.",1,4,18,0.3904,0.1
373,Какая средняя дальность полёта небоевой стрелы из лука?,59890#1,"Лук (оружие) Дальность полёта стрелы зависит от конструкции лука, силы натяжения тетивы и погоды; в среднем составляет до 250 метров для небоевой стрелы.",1,8,23,0.3911407407407408,0.14814814814814814
4141,Когда пришло к власти Вре́менное прави́тельство в России?,20563#0,Временное правительство России Вре́менное прави́тельство ( — а) — высший исполнительно-распорядительный и законодательный орган государственной власти в России в период между Февралём и Октябрём 1917 года.,1,8,26,0.3912615384615385,0.15384615384615385
4212,Где Маркс познакомился с Энгельсом?,14109#22,"Маркс, Карл 28 августа 1844 года Маркс познакомился с немецким социалистом Фридрихом Энгельсом в Кафе де ля Режанс; они стали друзьями на всю жизнь.",1,5,24,0.3930461538461539,0.11538461538461539
1152,Какая площадь Могадишо?,46118#1,Могадишо Население города — 2 120 000 жителей (2015). Площадь — 91 км².,1,3,13,0.3938285714285714,0.07142857142857142
3661,Как называется денежная единица Болгарии?,46213#0,"Болгарский лев Лев, ""устар."" лёв () — денежная единица Болгарии, содержит 100 стотинок. Код ISO 4217 — BGN.",1,5,18,0.39440000000000003,0.1
2036,В каком году была создана система WebMoney?,19982#38,"WebMoney Компания была создана в 1998 году, первая тысяча зарегистрированных пользователей системы была премирована 30 WMZ (тогда они назывались просто WM).",1,7,21,0.39480000000000004,0.125
4065,К какой группе языков принадлежит армянский язык?,29882#0,"Армянский язык Армя́нский язы́к (հայերէն, հայերեն, []) — язык армян, относящийся к индоевропейской семье языков и выделяемый в ней в особую ветвь.",1,7,22,0.39560000000000006,0.125
410,Когда был изобретен первый электромобиль?,19112#1,"Электромобиль Электромобиль появился раньше, чем двигатель внутреннего сгорания. Первый электромобиль в виде тележки с электромотором был создан в 1841 году.",1,5,20,0.396,0.1
4418,Кто написал гимн Белоруссии?,22117#2,"Гимн Республики Беларусь ""Слова М. Климковича, В. Каризны""
""Музыка Н. Соколовского""",1,4,11,0.39622857142857143,0.07142857142857142
394,Сколько лет живет бук?,635#10,"Бук Буки растут медленно, но живут до 400 лет и более.",1,4,11,0.39622857142857143,0.07142857142857142
1480,Сколько лет правил царь Хаммурапи?,46837#0,"Хаммурапи Хаммура́пи — царь Вавилона, правил приблизительно в 1793—1750 годах до н. э., из I Вавилонской (аморейской) династии.",1,5,18,0.39630476190476194,0.09523809523809523
2201,Кто был первым чемпионом мира по шахматам?,19435#0,Чемпионы мира по шахматам Первым официальным чемпионом мира по шахматам стал Вильгельм Стейниц в 1886 году. С 1948 года организацией матчей за первенство мира стала заниматься Международная шахматная федерация (ФИДЕ).,1,7,30,0.39682758620689657,0.13793103448275862
2008,Чему равна сумма квадратов катетов в прямоугольном треугольнике?,14541#0,"Теорема Пифагора Теоре́ма Пифаго́ра — одна из основополагающих теорем евклидовой геометрии, устанавливающая соотношение между сторонами прямоугольного треугольника: сумма квадратов длин катетов равна квадрату длины гипотенузы.",1,8,25,0.39682758620689657,0.13793103448275862
4390,Какая столица Польши в 2018 году?,58#1,Польша Столица — Варшава. Государственный язык — польский.,1,6,8,0.3970666666666667,0.08333333333333333
2558,Есть в Бельгии атомная электростанция?,35368#5,"Юи Во входящей в состав муниципалитета Юи деревне Тианж расположена атомная электростанция (три энергоблока), одна из двух АЭС Бельгии.",1,5,19,0.39710476190476196,0.09523809523809523
3601,Когда православные отмечают день Святой Троицы?,36303#1,"День Святой Троицы Православные церкви празднуют День Святой Троицы в воскресенье в день ""Пятидесятницы"" — 50-й день после Пасхи (Пасха — 1-й день). Праздник входит в число двунадесятых праздников.",1,6,29,0.39720000000000005,0.125
3289,Кислород требуется для протекания глико́лиза?,61700#1,"Гликолиз Кислород не требуется для протекания гликолиза. В аэробных условиях пировиноградная кислота далее декарбоксилируется, соединяется с коферментом А и вовлекается в цикл Кребса, а в анаэробных условиях или при гипоксии претерпевает дальнейшие превращения в ходе брожения.",1,5,36,0.39880000000000004,0.125
3869,Когда Греция вошла в НАТО?,11525#7,НАТО Греция и Турция вошли в НАТО в 1952 году («Первое расширение НАТО»). Западная Германия стала членом НАТО в 1955 году («Второе расширение НАТО»).,1,5,24,0.39920000000000005,0.1
6755,Есть идеальный газ в природе?,16235#0,"Идеальный газ Идеа́льный газ — теоретическая модель, широко применяемая для описания свойств и поведения реальных газов при умеренных давлениях и температурах.",1,5,21,0.40043636363636365,0.09090909090909091
1732,Сколькими языками владела Новодворская?,9093#2,"Новодворская, Валерия Ильинична Полиглот, владела английским, древнегреческим, итальянским, латинским, немецким и французским языками.",1,4,13,0.4014,0.0625
1450,Когда появились первые бумажные деньги?,6307#19,Деньги Первые бумажные деньги появились в Китае в 910 году. Самые ранние в мире выпуски банкнот были осуществлены в Стокгольме в 1661 году. В России первые бумажные деньги (ассигнации) были введены при Екатерине II (1769).,1,5,35,0.40184615384615385,0.11538461538461539
262,Был ли трансгумани́зм в России?,85383#10,"Трансгуманизм В 2000 году был создан первый имморталистический сайт в русскоязычном интернете, а в конце 2003 года — основано Российское трансгуманистическое движение.",1,5,22,0.4028173913043479,0.08695652173913043
6686,Затрагивала ли Столыпинская аграрная реформа частное землевладение?,37#4,"Столыпинская аграрная реформа Реформа была направлена на усовершенствование крестьянского надельного землепользования и мало затрагивала частное землевладение. Реформа проводилась в 47 губерниях Европейской России (все губернии, кроме трёх губерний Остзейского края); реформой не затрагивалось казачье землевладение и землевладение башкир.",1,7,38,0.4028444444444445,0.1388888888888889
4103,С какого года Исаа́киевский собо́р имеет статус музея?,75900#0,Исаакиевский собор Исаа́киевский собо́р (официальное название — собор преподо́бного Исаа́кия Далма́тского) — крупнейший православный храм Санкт-Петербурга. Расположен на Исаакиевской площади. Кафедральный собор Санкт-Петербургской епархии с 1858 по 1929 год. С 1928 года имеет статус музея (музейный комплекс «Государственный музей-памятник „Исаакиевский собор“»).,1,8,41,0.40326153846153845,0.15384615384615385
4979,На каком языке написана Ру́копись Во́йнича?,24999#0,"Рукопись Войнича Ру́копись Во́йнича, или Манускрипт Войнича, — иллюстрированный кодекс, написанный, предположительно, в первой половине XV века неизвестным автором на неизвестном языке с использованием неизвестного алфавита.",1,6,26,0.40342068965517247,0.10344827586206896
4601,На берегу какой реки расположены Сумы?,54821#2,"Сумы Город ""Сумы"" находится на берегу реки Псёл в месте впадения в неё реки Сумки (прежней Сумы). Сумка в черте города принимает притоки Стрелку (прежнюю Сумку) и Попадьку.",1,6,28,0.4035428571428572,0.10714285714285714
2624,Где учился Иога́нн Шли́ман?,18742#55,"Шлиман, Генрих 1 февраля Шлиман записался в Парижский университет, где оплатил следующие курсы лекций:",1,4,14,0.4036705882352941,0.058823529411764705
3371,Кто является владельцем «Челси» в 2019 году?,27054#50,"Челси (футбольный клуб) Открытая публичная компания с ограниченной ответственностью «Челси» является владельцем футбольного клуба «Челси», которая в свою очередь входит в холдинг Fordstam Limited, компанию напрямую подконтрольную Роману Абрамовичу.Открытая публичная компания с ограниченной ответственностью «Челси»",1,7,35,0.40438709677419354,0.12903225806451613
6704,Какая столица Дагестана?,13607#1,Дагестан Образована 20 января 1921 года как автономная республика в составе РСФСР. Столица республики — город Махачкала.,1,3,17,0.4045473684210527,0.05263157894736842
2350,Когда Алта́йский край был образован?,9489#1,Алтайский край Образован 28 сентября 1937 года. Административный центр — город Барнаул.,1,5,12,0.4046,0.0625
1977,Когда Генна́дий Андре́евич Зюга́нов стал председателем Совета Союза компартий — КПСС?,19631#29,"Зюганов, Геннадий Андреевич В январе 2001 года на пленуме Совета СКП-КПСС избран председателем совета Союза компартий.",1,11,16,0.40462608695652175,0.13043478260869565
2257,Когда родился Пётр Леони́дович Капи́ца?,9694#0,"Капица, Пётр Леонидович Пётр Леони́дович Капи́ца (26 июня (8 июля) 1894, Кронштадт — 8 апреля 1984, Москва) — советский , инженер и инноватор.",1,5,23,0.4050666666666667,0.08333333333333333
3963,Когда был создан первый в мире паровой локомотив?,39603#1,"История паровоза Первый рельсовый паровой локомотив был построен в 1801 году Ричардом Тревитиком. Однако железо в те года было слишком дорогое, а чугунные рельсы не могли выдерживать тяжелую машину.",1,8,29,0.4052,0.125
1108,Какое прозвище получил император Александр Третий?,3101#1,Александр III В царствование Александра III Россия не вела ни одной войны. За поддержание мира монарх получил официальное прозвание Царь-Миротворец.,1,6,20,0.40521739130434786,0.08695652173913043
1770,В каком городе родился Солженицын?,53263#2,"Солженицын, Александр Исаевич Александр Исаевич (Исаакиевич) Солженицын родился 11 декабря 1918 года в Кисловодске (ныне Ставропольский край). Крещён в кисловодском храме Святого Целителя Пантелеймона.",1,5,24,0.4058666666666667,0.08333333333333333
756,Как Рабо́че-Крестья́нская Кра́сная Армия называется с 1946 года?,29214#0,"Рабоче-крестьянская Красная армия Рабо́че-Крестья́нская Кра́сная Армия (сокр. РККА) — формирование вооружённых сил, сухопутные войска РСФСР в 1918—1922 годах и сухопутная составляющая вооружённых сил СССР в 1922—1946 годах (с 1946 — Советская армия).",1,8,32,0.40598709677419353,0.12903225806451613
4067,Когда закончилась Вторая Мировая Война?,41#0,"Вторая мировая война Вторая мировая война (1 сентября 1939 — 2 сентября 1945) — война двух мировых военно-политических коалиций, ставшая крупнейшим вооружённым конфликтом в истории человечества.",1,5,26,0.4060173913043479,0.08695652173913043
1603,Когда закончился Вторая мировая война?,41#0,"Вторая мировая война Вторая мировая война (1 сентября 1939 — 2 сентября 1945) — война двух мировых военно-политических коалиций, ставшая крупнейшим вооружённым конфликтом в истории человечества.",1,5,26,0.4060173913043479,0.08695652173913043
5412,Когда закончилась Вторая мировая война?,41#0,"Вторая мировая война Вторая мировая война (1 сентября 1939 — 2 сентября 1945) — война двух мировых военно-политических коалиций, ставшая крупнейшим вооружённым конфликтом в истории человечества.",1,5,26,0.4060173913043479,0.08695652173913043
4154,Когда началась Вторая Мировая война?,41#0,"Вторая мировая война Вторая мировая война (1 сентября 1939 — 2 сентября 1945) — война двух мировых военно-политических коалиций, ставшая крупнейшим вооружённым конфликтом в истории человечества.",1,5,26,0.4060173913043479,0.08695652173913043
1994,Когда умер Джоакки́но Анто́нио Росси́ни?,61691#0,"Россини, Джоаккино Джоакки́но Анто́нио Росси́ни (; 29 февраля 1792 — 13 ноября 1868) — итальянский композитор, автор 39 опер, духовной и камерной музыки.",1,5,23,0.40640000000000004,0.08
4160,Когда началась Первая мировая война?,11377#0,Первая мировая война Пе́рвая мирова́я война́ (28 июля 1914 — 11 ноября 1918) — один из самых широкомасштабных вооружённых конфликтов в истории человечества.,1,5,23,0.40640000000000004,0.08
1155,Какой государственный язык Армении в 2019 году?,1817#152,"Армения Государственный язык Армении — армянский. Армянский язык входит в число индоевропейских языков, выделяется в отдельную ветвь и является одним из древнеписьменных. Армянский алфавит был создан учёным Месропом Маштоцем в 405 году н. э.",1,7,34,0.4067151515151516,0.12121212121212122
1639,В каком году начала печататься газета «Брдзола» («Борьба»)?,3010#27,"Сталин, Иосиф Виссарионович В сентябре 1901 года в типографии «Нина», организованной Ладо Кецховели в Баку, начала печататься нелегальная газета «Брдзола» («Борьба»). Передовая первого номера принадлежала двадцатидвухлетнему Иосифу Джугашвили. Эта статья является первой известной политической работой Сталина.",1,8,36,0.406745945945946,0.13513513513513514
1926,В честь кого названа Ульяновская область?,15625#35,"Ульяновская область В 1924 году Симбирск в память об уроженце города Владимире Ульянове (Ленине) переименован в Ульяновск, а губерния — Ульяновская губерния.",1,6,22,0.4068173913043479,0.08695652173913043
2223,В Хабаровске есть порт?,17602#104,"Хабаровский край Протяженность эксплуатируемых внутренних водных судоходных путей составляет 2900 км.
Речной порт в Хабаровске — крупнейший на Амуре. Другие крупные речные порты — Комсомольск-на-Амуре, Николаевск-на-Амуре.",1,4,26,0.4071703703703704,0.07407407407407407
5868,Когда образовался Союз Писателей СССР?,67169#1,"Союз писателей СССР Создан в 1934 году на Первом съезде писателей СССР, созванном в соответствии с постановлением ЦК ВКП(б) от 23 апреля 1932 года.",1,5,24,0.40720000000000006,0.08
6340,Является ли Швеция королевством?,727#0,"Швеция Шве́ция (), официальное название — Короле́вство Шве́ция () — государство в Северной Европе на Скандинавском полуострове.",1,4,17,0.4073777777777778,0.05555555555555555
4752,Когда был создан язык C++?,4435#4,"C++ Язык возник в начале 1980-х годов, когда сотрудник фирмы Bell Labs Бьёрн Страуструп придумал ряд усовершенствований к языку C под собственные нужды.",1,5,23,0.40763076923076924,0.07692307692307693
3999,"От какого английского слова произошло слово ""спирт""?",493#4,"Спирты Слово ""спирт"" появилось в русском языке во времена Петра I через английское слово ""spirit"", которое, в свою очередь, произошло от латинского ""spīritus"" — «дыхание, дух, душа».",1,7,27,0.40822068965517244,0.10344827586206896
149,Когда родился А́йртон Се́нна да Си́лва?,14023#0,"Сенна, Айртон А́йртон Се́нна да Си́лва (, 21 марта 1960, Сан-Паулу, Бразилия — 1 мая 1994, Болонья, Италия) — бразильский автогонщик, трёхкратный чемпион мира Формулы-1 (1988, 1990 и 1991).",1,6,29,0.4084903225806452,0.0967741935483871
127,На какой высоте над морем находится Тибет?,53346#6,Тибет Средняя высота территории: 4000 метров над уровнем моря.,1,7,9,0.40853333333333336,0.06666666666666667
5914,Когда родился Ник Перумов?,13805#0,"Перумов, Ник Ник Перу́мов (настоящее имя Никола́й Дании́лович Перу́мов; 21 ноября 1963, Ленинград, СССР) — российский писатель-фантаст.",1,4,17,0.4085473684210527,0.05263157894736842
6592,Школьное образование бесплатно в России?,36779#2,"Школьное образование в России Обучение в государственных средних школах (в том числе школах с углублённым изучением предметов) официально является бесплатным. В последние десятилетия существования СССР школы также бесплатно снабжали учеников учебниками, сейчас в некоторых школах также бесплатно снабжают учебниками, в других приобретаются родителями.",1,5,43,0.4086857142857143,0.11428571428571428
1369,В каком году была война во Вьетнаме с США?,84980#2,"Война во Вьетнаме Войну можно разделить на несколько периодов: партизанская война в Южном Вьетнаме (1957 — март 1965), полномасштабное военное вмешательство США (март 1965—1973) и завершающий этап войны (1973—1975).",1,9,29,0.4092,0.125
