query_id,query,docid,passage,label,query_len,passage_len,difficulty,lexical_overlap
4502,"Что означает слово ""готика""?",17813#0,"Готика Го́тика (от ) — период в развитии средневекового искусства на территории Западной, Центральной и отчасти Восточной Европы с XI — XII по XV—XVI века. Готика пришла на смену романскому стилю, постепенно вытесняя его. Термин «готика» чаще всего применяется к известному стилю архитектурных сооружений, который можно кратко охарактеризовать как «устрашающе величественный». Но готика охватывает практически все произведения изобразительного искусства данного периода: скульптуру, живопись, книжную миниатюру, витраж, фреску и многие другие.",1,4,70,0.47200000000000003,0.0
316,Когда была открыта Антарктида?,2868#6,"Антарктида Русские мореплаватели Ф. Ф. Беллинсгаузен и М. П. Лазарев, первыми подошедшие к антарктическим шельфовым ледникам в 1820 году в ходе кругосветной антарктической экспедиции, назвали обнаруженную землю «льдинный материк». «Антарктическим материком» её окрестил в 1840 году американский морской офицер и исследователь Чарлз Уилкс, руководивший в 1830-х годах картографическим департаментом ВМС США. Впервые весь материк был изображен на карте английского океанографа Джона Мэррея в 1886 году с надписью «Предполагаемый Антарктический континент».",1,4,70,0.47200000000000003,0.0
1281,Как называется главный проспект Йошкар-Олы?,29447#20,"Йошкар-Ола В 1950—1960-х годах была осуществлена ансамблевая застройка центрального района города, которая явилась большим достижением йошкар-олинских архитекторов. Постепенно сформировалась застройка по ул. Институтской (ныне Ленинский проспект), которая стала главной улицей города. Здесь были возведены новые здания администрации города, дома правительства, гостиницы «Йошкар-Ола». В 1970—1980-х годах было реализовано наиболее крупное градостроительное мероприятие Йошкар-Олы — освоение левобережья Кокшаги и создание нового Заречного жилого массива — микрорайона Сомбатхей.",1,5,65,0.47200000000000003,0.0
3826,Как умерла вторая жена Сталина?,40529#3,"Сталин, Василий Иосифович 9 ноября 1932 мать Василия Надежда Аллилуева покончила жизнь самоубийством. По свидетельству очевидцев, Иосиф Сталин на похоронах жены не присутствовал. После смерти жены Иосиф Сталин сменил свою кремлёвскую квартиру и перестал бывать на даче в Зубалове, где жили дети и родственники под присмотром своей кремлёвской экономки Каролины Васильевны Тиль. Надзор за Василием осуществлял начальник охраны Сталина генерал Николай Власик и его подчинённые.",1,5,65,0.47200000000000003,0.0
1258,Когда был открыт район Сокол в Москве?,30117#24,"Сокол (район Москвы) В 1917 году село Всехсвятское входит в состав Москвы. Оно становится частью Бутырско-Всехсвятского района (с 1920 — Краснопресненского; с 1936 года — Ленинградского района). В 1920-х годах на окраине села в Большой Всехсвятской роще строится первый в Москве кооперативный жилой посёлок «Сокол». Название ""Всехсвятское"" продолжает присутствовать в документах и на картах Москвы до конца 1940-х годов, пока его не вытесняют новые топонимы ""Сокол"" и ""район Песчаных улиц"".",1,7,70,0.47205970149253734,0.029850746268656716
4764,Какая глубина озера Байкал?,4030#2,"Озёра России Крупнейшее озеро Сибири и России (без учёта Каспия) — Байкал — является и самым глубоким в мире; в Байкале содержится 85 % пресной озёрной воды России и 22 % мировых запасов пресной воды. Длина озера — 636 км, средняя ширина — 48 км; общая площадь — 31,7 тыс. км²; наибольшая глубина — 1620 м (большой глубиной отличается также Телецкое озеро (325 м) на Алтае и Хантайское озеро (520 м) в Предтаймырье). Байкал расположен в рифтовой впадине и имеет возраст приблизительно 25—30 млн лет.",1,4,85,0.47205970149253734,0.029850746268656716
1470,Применялся ли героин в качестве лекарственного средства?,16463#0,"Героин Герои́н — диацетилморфи́н, 3,6-диацетильное производное морфина, или диаморфи́н (по : ""diamorphine"") — полусинтетический опиоидный наркотик, в конце XIX века — начале XX применявшийся как лекарственное средство. Героин представляет собой вещество с химической формулой CHNO, чаще всего используемое в виде основания или гидрохлорида диацетилморфина. В настоящее время бо́льшая часть опиоидных наркоманов употребляет именно героин, это связано с его выраженным наркотическим действием, относительной дешевизной и быстро развивающейся физической и психологической зависимостью.",1,7,70,0.47205970149253734,0.029850746268656716
987,Когда была создана глоба́льная навигацио́нная спу́тниковая систе́ма?,25575#1,"ГЛОНАСС Система ГЛОНАСС, имевшая изначально военное предназначение, была запущена одновременно с системой предупреждения о ракетном нападении (СПРН) в 1982 году для оперативного навигационно-временного обеспечения неограниченного числа пользователей наземного, морского, воздушного и космического базирования, например, пассивных метео-РЛС типа РАЗК «Положение-2». Дополнительно система транслирует гражданские сигналы, доступные в любой точке земного шара, предоставляя навигационные услуги российским и иностранным потребителям на безвозмездной основе и без ограничений.",1,7,63,0.47224615384615387,0.015384615384615385
5929,На какой реке стоит Самара?,17714#8,"Самара Самара расположена напротив Самарской Луки, на левом берегу реки Волги, между устьями рек Самары и Сок. Город имеет неправильную изрезанную на севере форму. Протяжённость в меридианном направлении — 50 км, в широтном — 20 км.
Географические координаты (историческая часть города): 53°12′ северной широты и 50°06′ восточной долготы. Географические координаты центра жилой Самары 53°13’19"" северной широты, и 50°11′36″ восточной долготы (на переулке Фуражном установлен памятный камень). Площадь территории города — около 541 км².",1,5,73,0.47224615384615387,0.015384615384615385
5144,В каком году князь Рюрик стал править?,52655#2,"Рюрик Согласно древнерусскому летописному своду XII века, «Повести временных лет», в 862 году варяг Рюрик с братьями по приглашению таких племён, как чудь, ильменские словене, кривичи и весь, был призван княжить в Новгород. Это событие, с которого традиционно отсчитывается начало русской государственности, в историографии получило условное название ""Призвание варягов"". Летописец назвал причиной приглашения междоусобицу, охватившую жившие на новгородских землях славянские и финно-угорские племена. Рюрик пришёл со всем своим родом, называемым русь, этническая принадлежность которого продолжает дискутироваться.",1,7,76,0.47236164383561646,0.0410958904109589
3404,Когда была вручена первая Нобелевская премия по физике?,9068#1,"Список лауреатов Нобелевской премии по физике Указанные доходы следует разделить на пять равных частей, которые должны распределяться следующим образом: первая часть тому, кто сделает наиболее важное открытие или изобретение в области физики.
Нобелевская премия по физике присуждается ежегодно с 1901 года и лишь шесть раз этого не происходило: в 1916, 1931, 1934, 1940, 1941 и 1942 годах. Первым лауреатом в 1901 году стал Вильгельм Рентген. За период с 1901 по 2015 год 200 человек были награждены 201 премией.",1,8,78,0.47248219178082196,0.0547945205479452
992,В каком году родился Вячесла́в Миха́йлович Мо́лотов?,3496#0,"Молотов, Вячеслав Михайлович Вячесла́в Миха́йлович Мо́лотов (настоящая фамилия Скря́бин; 25 февраля (9 марта) 1890, слобода Кукарка, Яранский уезд, Вятская губерния, Российская империя — 8 ноября 1986, Москва, РСФСР, СССР) — российский революционер, советский политический и государственный деятель. Председатель Совета народных комиссаров СССР в 1930—1941 годах, народный комиссар, министр иностранных дел СССР в 1939—1949, 1953—1956 годах. Один из высших руководителей ВКП(б) и КПСС с 1921 по 1957 гг. Герой Социалистического Труда. Депутат Верховного Совета СССР I—IV созывов.",1,7,76,0.4725837837837838,0.04054054054054054
4116,Когда в небе была замечена первая летающая тарелка?,9352#9,"Неопознанный летающий объект Предыстория:Одно из первых сообщений о наблюдении дисковидного аппарата относится к 18 июля 1935 года: в Канаде (провинции Саскачеван) 3 человека заявили, что видели аппарат, приземлившийся в лесу у Нипавина; а также наблюдали, как по лесенке в него поднимались гуманоиды в серебристых одеждах. На следующий день в том месте были обнаружены и сфотографированы обожжённые проплешины на земле.",1,8,59,0.47264262295081966,0.01639344262295082
454,Какого цвета дым провозглашает избрание нового Папы Римского?,63803#3,"Конклав 2005 года Приблизительно в 18:00 из трубы над Сикстинской капеллой повалил белый дым, возвещающий об избрании Папы римского. Приблизительно в 18:40 на балконе Апостольского дворца, так называемой ложе Благословения, появился кардинал-протодьякон чилиец Хорхе Артуро Медина Эстевес, который объявил: «Habemus Papam» — «У нас есть Папа». И было объявлено об избрании кардинала Йозефа Ратцингера, который принял имя Бенедикт XVI.",1,8,59,0.47264262295081966,0.01639344262295082
893,На берегу какого моря расположена Ха́йфа?,8183#4,"География Израиля Прибрежная равнина протянулась вдоль Средиземного моря от границы с Ливаном на севере до Сектора Газа на юге, и прерывается лишь горой Кармель у залива Хайфа. Эта равнина довольно узкая, от 5 км у границы с Ливаном до 40 км в Секторе Газа. Прибрежная равнина, довольно плодородная и влажная, исторически была опасной из-за малярии. Здесь широко выращиваются цитрусы и виноград. Равнину пересекают несколько коротких ручьёв, из которых имеют постоянное течение всего два: Яркон и Кишон.",1,6,76,0.4726787878787879,0.030303030303030304
1691,Дочь какого русского князя стала королевой Франции?,75462#0,"Анна Ярославна А́нна Яросла́вна (родилась, по разным источникам, примерно в 1032 или 1036 году, умерла между 1075 и 1089 годами) — младшая из трёх дочерей киевского князя Ярослава Мудрого от брака с Ингегердой Шведской; супруга французского короля Генриха I и королева Франции. Известна в западноевропейской историографии также как Анна Ру́сская () и Агнесса Ру́сская (), а также (более поздние варианты) как Анна Ки́евская ().",1,7,64,0.4727483870967742,0.016129032258064516
4051,Сколько каст в Индии на 2019 год?,30921#9,"Каста Индийским кастам буквально нет числа. Поскольку каждая имеющая наименование каста делится на множество подкаст, невозможно даже приблизительно подсчитать число социальных единиц, обладающих минимально необходимыми признаками джати. Официальная тенденция преуменьшать значение кастовой системы привела к тому, что в проводимых раз в десятилетие переписях населения исчезла соответствующая графа. В последний раз сведения о числе каст были опубликованы в 1931 году (3000 каст). Но эта цифра не обязательно включает все местные подкасты, которые функционируют как самостоятельные социальные группы.",1,7,76,0.4728,0.04
2280,Какое образование получил Серге́й Ерва́ндович Кургиня́н?,31320#2,"Кургинян, Сергей Ервандович Выпускник Московского геологоразведочного института по специальности «геофизика» (1972 год). В 1978 году защитил диссертацию «Разработка способов количественной интерпретации частотных характеристик поля на плоскости комплексной частоты в методах электроразведки и глубинной геоэлектрики», став кандидатом физико-математических наук. Был научным сотрудником Института океанологии АН СССР (1974—1980), до 1986 года также числился старшим научным сотрудником в лаборатории прикладной кибернетики Московского геологоразведочного института.",1,6,61,0.4728,0.0
1243,Кто такой Менделеев?,1461#18,"Менделеев, Дмитрий Иванович В Гейдельберге у Менделеева был роман с актрисой Агнессой Фойхтманн, которой он впоследствии посылал деньги на ребёнка, хотя в своём отцовстве уверен не был.
Член многих академий наук и научных обществ. Один из основателей Русского физико-химического общества (1868 год — химического, и 1872 — физического) и третий его президент (с 1932 года преобразовано во Всесоюзное химическое общество, которое тогда же было названо его именем, ныне — Российское химическое общество имени Д. И. Менделеева).",1,3,76,0.4728,0.0
4831,Кто такой митрополит?,18728#10,"Митрополит В латинском обряде Католической церкви митрополитом называется глава церковной провинции, состоящей из епархий и архиепископий. Митрополит обязательно должен быть архиепископом, а центр митрополии должен совпадать с центром архиепископии. Напротив, существуют архиепископы, не являющиеся митрополитами — это архиепископы-суффраганы, а также титулярные архиепископы. Суффраганные епископы и архиепископы возглавляют свои диоцезы, входящие в митрополию. Каждый из них обладает прямой и полной юрисдикцией над своим диоцезом, однако митрополит может осуществлять ограниченный надзор над ним в соответствии с каноническим правом.",1,3,76,0.4728,0.0
526,Какая высота башен Тадж-Махала?,74608#3,"Тадж-Махал Внутри мавзолея расположены две гробницы — шаха и его жены. На самом деле, место их захоронения находится ниже — строго под гробницами, под землей. Время строительства относится примерно к 1630—1652 годам. Тадж-Махал представляет собой пятикупольное сооружение высотой 74 м на платформе, с 4 минаретами по углам (они слегка наклонены в сторону от усыпальницы для того, чтобы в случае разрушения не повредить её), к которому примыкает сад с фонтанами и бассейном.",1,4,71,0.4728,0.0
2846,Можно ли потделать электро́нную цифровую по́дпись?,22842#32,"Электронная подпись При безошибочной реализации современных алгоритмов ЭП получение закрытого ключа алгоритма является практически невозможной задачей из-за вычислительной сложности задач, на которых ЭП построена. Гораздо более вероятен поиск криптоаналитиком коллизий первого и второго родов. Коллизия первого рода эквивалентна экзистенциальной подделке, а коллизия второго рода — выборочной. С учётом применения хэш-функций, нахождение коллизий для алгоритма подписи эквивалентно нахождению коллизий для самих хэш-функций.",1,6,61,0.4728,0.0
2892,Что такое ГЭС?,14360#0,"Гидроэлектростанция Гидроэлектроста́нция (ГЭС) — электростанция, использующая в качестве источника энергии энергию водных масс в русловых водотоках и приливных движениях. Гидроэлектростанции обычно строят на реках, сооружая плотины и водохранилища. Для эффективного производства электроэнергии на ГЭС необходимы два основных фактора: гарантированная обеспеченность водой круглый год и возможно большие уклоны реки, благоприятствуют гидростроительству каньонообразные виды рельефа.
Принцип работы ГЭС достаточно прост. Цепь гидротехнических сооружений обеспечивает необходимый напор воды, поступающей на лопасти гидротурбины, которая приводит в действие генераторы, вырабатывающие электроэнергию.",1,3,76,0.4728,0.0
4420,Кто такой Мольер?,82125#40,"Мольер Особое место Мольер занимает в творчестве М. А. Булгакова. В его «Мольериану» входит: роман — биография «Жизнь господина де Мольера», пьесы «Кабала святош» и «Полоумный Журден», перевод комедии «Скряга» (для третьего тома его собрания сочинений). О Мольере Булгаков отзывался следующим образом: «""И люблю его не только за темы пьес, за характеры его героев, но и за удивительно сильную драматургическую технику. Каждое появление действующего лица у Мольера необходимо, обосновано, интрига закручена так, что звена вынуть нельзя""».",1,3,76,0.4728,0.0
2931,В каком году был написан роман Анна Каренина?,17024#0,"Анна Каренина «А́нна Каре́нина» (1873—1877; журнальная публикация 1875—1877; первое книжное издание 1878) — роман Льва Толстого о трагической любви замужней дамы Анны Карениной и блестящего офицера Вронского на фоне счастливой семейной жизни дворян Константина Лёвина и Кити Щербацкой. Масштабная картина нравов и быта дворянской среды Петербурга и Москвы второй половины XIX века, сочетающая философские размышления авторского alter ego Лёвина с передовыми в русской литературе психологическими зарисовками, а также сценами из жизни крестьян.",1,8,72,0.47293333333333337,0.041666666666666664
1191,Был ли Гомер слепым?,1210#5,"Гомер Традиционно Гомер изображается слепцом. Наиболее вероятно, что это представление исходит не из реальных фактов его жизни, а представляет собой реконструкцию, характерную для жанра античной биографии. Также, имя «Гомер» по одной из версий его чтения означает «незрячий» (). Поскольку многие выдающиеся легендарные прорицатели и певцы были слепыми (например, Тиресий), по античной логике, связывавшей пророческий и поэтический дар, предположение о слепоте Гомера выглядело весьма правдоподобным. Кроме того, певец Демодок в «Одиссее» слепой от рождения, что также могло восприниматься автобиографично.",1,4,78,0.4729945945945946,0.013513513513513514
569,Сколько федеральных субъектов в Германии на сегодняшний день?,4104#2,"Германия По государственному устройству является федеративным государством в составе 16 субъектов — федеральных земель (Бавария, Баден-Вюртемберг, Берлин, Бранденбург, Бремен, Гамбург, Гессен, Мекленбург-Передняя Померания, Нижняя Саксония, Рейнланд-Пфальц, Саар, Саксония, Саксония-Анхальт, Северный Рейн — Вестфалия, Тюрингия, Шлезвиг-Гольштейн). Форма государственного правления — парламентская республика. Пост Федерального канцлера ФРГ с 22 ноября 2005 года занимает Ангела Меркель (ХДС), с 19 марта 2017 года должность Федерального президента ФРГ занимает Франк-Вальтер Штайнмайер (СДПГ), который выполняет представительские функции в стране.",1,8,73,0.47300869565217396,0.043478260869565216
1426,Посещал Евге́ний Дми́триевич Полива́нов в Японию?,40518#6,"Поливанов, Евгений Дмитриевич Однако средства, полученные от Русско-японского общества, стали подходить к концу, и в конце октября — начале ноября Поливанов возвратился в Петербург, ставший за это время Петроградом. Вплоть до весны он обрабатывал полученные материалы, сдал магистерские экзамены и стал планировать свою следующую поездку в Японию. Средства в этот раз выделил Русский комитет для изучения Средней и Восточной Азии, который возглавлял в то время академик В. В. Радлов.",1,6,69,0.4730461538461539,0.015384615384615385
